,Year,113 Cause Name,Cause Name,State,Deaths,Age-adjusted Death Rate
5629,2013,Cerebrovascular diseases (I60-I69),Stroke,Ohio,5690,39.9
5630,2005,Cerebrovascular diseases (I60-I69),Stroke,Rhode Island,533,39.9
5631,2010,Cerebrovascular diseases (I60-I69),Stroke,South Dakota,416,39.9
5632,2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Florida,8770,39.9
5633,2011,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Minnesota,2319,39.9
5634,2003,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,North Dakota,282,39.9
5635,2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Oregon,1709,39.9
5636,2007,Chronic lower respiratory diseases (J40-J47),CLRD,Louisiana,1685,40.0
5637,2015,Chronic lower respiratory diseases (J40-J47),CLRD,North Dakota,351,40.0
5638,2006,Cerebrovascular diseases (I60-I69),Stroke,District of Columbia,221,40.0
5639,2014,Cerebrovascular diseases (I60-I69),Stroke,Ohio,5791,40.0
5640,2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Iowa,1422,40.0
5641,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Kansas,1174,40.0
5642,2009,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wisconsin,2449,40.0
5643,2006,Chronic lower respiratory diseases (J40-J47),CLRD,California,12829,40.1
5644,2000,Chronic lower respiratory diseases (J40-J47),CLRD,Connecticut,1533,40.1
5645,2010,Chronic lower respiratory diseases (J40-J47),CLRD,Florida,10337,40.1
5646,2014,Chronic lower respiratory diseases (J40-J47),CLRD,Oregon,1955,40.1
5647,2006,Chronic lower respiratory diseases (J40-J47),CLRD,South Dakota,376,40.1
5648,2009,Cerebrovascular diseases (I60-I69),Stroke,Nebraska,857,40.1
5649,2005,Cerebrovascular diseases (I60-I69),Stroke,New Mexico,730,40.1
5650,2010,Cerebrovascular diseases (I60-I69),Stroke,Oregon,1793,40.1
5651,2008,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,2638,40.1
5652,2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Georgia,3963,40.1
5653,2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Michigan,4225,40.1
5654,2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Minnesota,2405,40.1
5655,2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New Hampshire,573,40.1
5656,2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Oregon,1755,40.1
5657,2010,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Rhode Island,475,40.1
5658,2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Washington,2997,40.1
5659,2002,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wisconsin,2274,40.1
5660,2014,Chronic lower respiratory diseases (J40-J47),CLRD,Delaware,458,40.2
5661,1999,Chronic lower respiratory diseases (J40-J47),CLRD,Louisiana,1610,40.2
5662,2001,Chronic lower respiratory diseases (J40-J47),CLRD,Massachusetts,2810,40.2
5663,2002,Chronic lower respiratory diseases (J40-J47),CLRD,Wisconsin,2335,40.2
5664,2004,Diabetes mellitus (E10-E14),Diabetes,District of Columbia,224,40.2
5665,2009,Cerebrovascular diseases (I60-I69),Stroke,South Dakota,418,40.2
5666,2007,Cerebrovascular diseases (I60-I69),Stroke,South Dakota,410,40.2
5667,2013,Cerebrovascular diseases (I60-I69),Stroke,Texas,9283,40.2
5668,2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,District of Columbia,265,40.2
5669,2011,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Georgia,3785,40.2
5670,2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Nevada,1166,40.2
5671,2009,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Texas,9349,40.2
5672,2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,United States,121599,40.2
5673,2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Washington,2637,40.2
5674,2009,Chronic lower respiratory diseases (J40-J47),CLRD,Florida,10182,40.3
5675,2000,Chronic lower respiratory diseases (J40-J47),CLRD,Florida,8645,40.3
5676,2009,Chronic lower respiratory diseases (J40-J47),CLRD,Illinois,5299,40.3
5677,2000,Chronic lower respiratory diseases (J40-J47),CLRD,Pennsylvania,6079,40.3
5678,2013,Chronic lower respiratory diseases (J40-J47),CLRD,Wisconsin,2789,40.3
5679,2005,Cerebrovascular diseases (I60-I69),Stroke,Florida,9361,40.3
5680,2008,Cerebrovascular diseases (I60-I69),Stroke,Montana,466,40.3
5681,2004,Chronic lower respiratory diseases (J40-J47),CLRD,Delaware,345,40.4
5682,2005,Chronic lower respiratory diseases (J40-J47),CLRD,Florida,9482,40.4
5683,2003,Chronic lower respiratory diseases (J40-J47),CLRD,Florida,9087,40.4
5684,2005,Chronic lower respiratory diseases (J40-J47),CLRD,Illinois,5067,40.4
5685,2016,Chronic lower respiratory diseases (J40-J47),CLRD,Oregon,2080,40.4
5686,2000,Chronic lower respiratory diseases (J40-J47),CLRD,Rhode Island,500,40.4
5687,2004,Chronic lower respiratory diseases (J40-J47),CLRD,Virginia,2730,40.4
5688,2010,Chronic lower respiratory diseases (J40-J47),CLRD,Washington,2737,40.4
5689,2007,Cerebrovascular diseases (I60-I69),Stroke,Delaware,374,40.4
5690,2016,Cerebrovascular diseases (I60-I69),Stroke,Kentucky,2057,40.4
5691,2008,Cerebrovascular diseases (I60-I69),Stroke,Maine,671,40.4
5692,2007,Cerebrovascular diseases (I60-I69),Stroke,Maine,664,40.4
5693,2016,Cerebrovascular diseases (I60-I69),Stroke,Missouri,3069,40.4
5694,2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Maine,602,40.4
5695,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Texas,9189,40.4
5696,2005,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Texas,8598,40.4
5697,2002,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Texas,8232,40.4
5698,2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,United States,123706,40.4
5699,2005,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Washington,2543,40.4
5700,2007,Chronic lower respiratory diseases (J40-J47),CLRD,Delaware,379,40.5
5701,2014,Chronic lower respiratory diseases (J40-J47),CLRD,Texas,9668,40.5
5702,2014,Chronic lower respiratory diseases (J40-J47),CLRD,United States,147101,40.5
5703,1999,Chronic lower respiratory diseases (J40-J47),CLRD,Wisconsin,2270,40.5
5704,2011,Cerebrovascular diseases (I60-I69),Stroke,Delaware,418,40.5
5705,2010,Cerebrovascular diseases (I60-I69),Stroke,Nebraska,876,40.5
5706,2007,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,209,40.5
5707,2001,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Florida,6969,40.5
5708,2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Ohio,4821,40.5
5709,2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,United States,135928,40.5
5710,2004,Chronic lower respiratory diseases (J40-J47),CLRD,California,12522,40.6
5711,2003,Chronic lower respiratory diseases (J40-J47),CLRD,Delaware,339,40.6
5712,2005,Chronic lower respiratory diseases (J40-J47),CLRD,Rhode Island,523,40.6
5713,1999,Chronic lower respiratory diseases (J40-J47),CLRD,Rhode Island,495,40.6
5714,2016,Chronic lower respiratory diseases (J40-J47),CLRD,United States,154596,40.6
5715,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Virginia,3023,40.6
5716,2013,Cerebrovascular diseases (I60-I69),Stroke,Missouri,2935,40.6
5717,2016,Cerebrovascular diseases (I60-I69),Stroke,Ohio,5987,40.6
5718,2011,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Indiana,2699,40.6
5719,2005,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Kansas,1149,40.6
5720,2004,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Kansas,1144,40.6
5721,2011,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Oregon,1722,40.6
5722,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Rhode Island,480,40.6
5723,2010,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Utah,970,40.6
5724,2015,Alzheimer's disease (G30),Alzheimer's disease,Utah,906,40.7
5725,2016,Alzheimer's disease (G30),Alzheimer's disease,Washington,3269,40.7
5726,2005,Chronic lower respiratory diseases (J40-J47),CLRD,Wisconsin,2449,40.7
5727,2013,Cerebrovascular diseases (I60-I69),Stroke,Alaska,189,40.7
5728,2010,Cerebrovascular diseases (I60-I69),Stroke,Delaware,407,40.7
5729,2008,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,642,40.7
5730,2013,Cerebrovascular diseases (I60-I69),Stroke,Indiana,2996,40.7
5731,2015,Cerebrovascular diseases (I60-I69),Stroke,Ohio,5945,40.7
5732,2009,Cerebrovascular diseases (I60-I69),Stroke,Pennsylvania,6842,40.7
5733,2012,Cerebrovascular diseases (I60-I69),Stroke,Virginia,3394,40.7
5734,2013,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,983,40.7
5735,2010,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Georgia,3745,40.7
5736,1999,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Kansas,1126,40.7
5737,2009,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,South Dakota,349,40.7
5738,2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New Jersey,3839,40.8
5739,2006,Chronic lower respiratory diseases (J40-J47),CLRD,Louisiana,1687,40.8
5740,2014,Chronic lower respiratory diseases (J40-J47),CLRD,South Dakota,441,40.8
5741,2006,Chronic lower respiratory diseases (J40-J47),CLRD,Texas,7639,40.8
5742,2015,Cerebrovascular diseases (I60-I69),Stroke,Kentucky,2050,40.8
5743,2015,Cerebrovascular diseases (I60-I69),Stroke,Missouri,3037,40.8
5744,2008,Cerebrovascular diseases (I60-I69),Stroke,Nevada,906,40.8
5745,2004,Cerebrovascular diseases (I60-I69),Stroke,New Jersey,3781,40.8
5746,2003,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,District of Columbia,233,40.8
5747,2000,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Georgia,3103,40.8
5748,2002,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Kansas,1139,40.8
5749,2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Maine,572,40.8
5750,2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Oregon,1586,40.8
5751,2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Pennsylvania,5568,40.8
5752,2005,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Pennsylvania,5446,40.8
5753,2003,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Texas,8425,40.8
5754,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Washington,2727,40.8
5755,2010,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wisconsin,2525,40.8
5756,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wisconsin,2484,40.8
5757,2012,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,189,40.9
5758,2002,Chronic lower respiratory diseases (J40-J47),CLRD,Florida,9062,40.9
5759,2000,Chronic lower respiratory diseases (J40-J47),CLRD,Maryland,1927,40.9
5760,2003,Diabetes mellitus (E10-E14),Diabetes,Louisiana,1740,40.9
5761,2010,Cerebrovascular diseases (I60-I69),Stroke,Alaska,167,40.9
5762,2000,Cerebrovascular diseases (I60-I69),Stroke,New York,8006,40.9
5763,2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Connecticut,1641,40.9
5764,2009,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Maine,602,40.9
5765,2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Illinois,5508,41.0
5766,2006,Chronic lower respiratory diseases (J40-J47),CLRD,United States,124583,41.0
5767,2012,Chronic lower respiratory diseases (J40-J47),CLRD,Washington,2955,41.0
5768,2009,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,671,41.0
5769,2014,Cerebrovascular diseases (I60-I69),Stroke,Missouri,3030,41.0
5770,2008,Cerebrovascular diseases (I60-I69),Stroke,Nebraska,863,41.0
5771,2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Oregon,1803,41.0
5772,2003,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wisconsin,2345,41.0
5773,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Florida,10198,41.1
5774,1999,Chronic lower respiratory diseases (J40-J47),CLRD,Pennsylvania,6141,41.1
5775,2000,Chronic lower respiratory diseases (J40-J47),CLRD,Wisconsin,2316,41.1
5776,2004,Cerebrovascular diseases (I60-I69),Stroke,New Mexico,721,41.1
5777,2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,North Dakota,318,41.1
5778,2010,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Pennsylvania,5751,41.1
5779,2001,Chronic lower respiratory diseases (J40-J47),CLRD,Florida,8954,41.2
5780,2002,Chronic lower respiratory diseases (J40-J47),CLRD,Louisiana,1696,41.2
5781,2014,Chronic lower respiratory diseases (J40-J47),CLRD,Vermont,333,41.2
5782,2008,Cerebrovascular diseases (I60-I69),Stroke,California,14048,41.2
5783,2005,Cerebrovascular diseases (I60-I69),Stroke,District of Columbia,231,41.2
5784,2009,Cerebrovascular diseases (I60-I69),Stroke,Iowa,1635,41.2
5785,2010,Cerebrovascular diseases (I60-I69),Stroke,Kansas,1370,41.2
5786,2012,Cerebrovascular diseases (I60-I69),Stroke,Ohio,5788,41.2
5787,2000,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,South Dakota,321,41.2
5788,2016,Alzheimer's disease (G30),Alzheimer's disease,Arkansas,1475,41.3
5789,1999,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,1994,41.3
5790,2014,Chronic lower respiratory diseases (J40-J47),CLRD,New Hampshire,680,41.3
5791,2001,Chronic lower respiratory diseases (J40-J47),CLRD,Rhode Island,511,41.3
5792,2015,Chronic lower respiratory diseases (J40-J47),CLRD,Texas,10231,41.3
5793,2016,Chronic lower respiratory diseases (J40-J47),CLRD,Vermont,355,41.3
5794,2006,Cerebrovascular diseases (I60-I69),Stroke,Nevada,847,41.3
5795,2007,Cerebrovascular diseases (I60-I69),Stroke,New Mexico,804,41.3
5796,2011,Cerebrovascular diseases (I60-I69),Stroke,Ohio,5691,41.3
5797,2007,Cerebrovascular diseases (I60-I69),Stroke,Utah,755,41.3
5798,2010,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Nevada,1088,41.3
5799,2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Ohio,4922,41.3
5800,2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Washington,3221,41.4
5801,2003,Alzheimer's disease (G30),Alzheimer's disease,Washington,2380,41.4
5802,2003,Chronic lower respiratory diseases (J40-J47),CLRD,Louisiana,1731,41.4
5803,2007,Chronic lower respiratory diseases (J40-J47),CLRD,United States,127924,41.4
5804,2000,Diabetes mellitus (E10-E14),Diabetes,Louisiana,1694,41.4
5805,2005,Cerebrovascular diseases (I60-I69),Stroke,Arizona,2364,41.4
5806,2013,Cerebrovascular diseases (I60-I69),Stroke,Georgia,3694,41.4
5807,2008,Cerebrovascular diseases (I60-I69),Stroke,Maryland,2330,41.4
5808,2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Florida,9432,41.4
5809,2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Indiana,2776,41.4
5810,2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Kansas,1205,41.4
5811,2001,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Kansas,1156,41.4
5812,2015,Alzheimer's disease (G30),Alzheimer's disease,Arkansas,1457,41.5
5813,2011,Alzheimer's disease (G30),Alzheimer's disease,North Dakota,410,41.5
5814,2016,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,238,41.5
5815,2010,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,176,41.5
5816,2011,Chronic lower respiratory diseases (J40-J47),CLRD,Louisiana,1904,41.5
5817,2002,Chronic lower respiratory diseases (J40-J47),CLRD,Rhode Island,521,41.5
5818,2012,Chronic lower respiratory diseases (J40-J47),CLRD,United States,143489,41.5
5819,2006,Cerebrovascular diseases (I60-I69),Stroke,Maine,670,41.5
5820,1999,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Georgia,3078,41.5
5821,2000,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Idaho,518,41.5
5822,2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Washington,2679,41.5
5823,1999,Chronic lower respiratory diseases (J40-J47),CLRD,Maryland,1943,41.6
5824,1999,Chronic lower respiratory diseases (J40-J47),CLRD,Massachusetts,2862,41.6
5825,2009,Chronic lower respiratory diseases (J40-J47),CLRD,North Dakota,341,41.6
5826,2015,Chronic lower respiratory diseases (J40-J47),CLRD,United States,155041,41.6
5827,2004,Chronic lower respiratory diseases (J40-J47),CLRD,United States,121987,41.6
5828,2001,Chronic lower respiratory diseases (J40-J47),CLRD,Wisconsin,2375,41.6
5829,2016,Cerebrovascular diseases (I60-I69),Stroke,Delaware,506,41.6
5830,2009,Cerebrovascular diseases (I60-I69),Stroke,Idaho,627,41.6
5831,2008,Cerebrovascular diseases (I60-I69),Stroke,Idaho,609,41.6
5832,2011,Cerebrovascular diseases (I60-I69),Stroke,Oregon,1913,41.6
5833,2014,Cerebrovascular diseases (I60-I69),Stroke,Texas,9898,41.6
5834,2001,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Colorado,1720,41.6
5835,2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Maine,584,41.6
5836,2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Texas,9140,41.6
5837,2000,Chronic lower respiratory diseases (J40-J47),CLRD,Louisiana,1684,41.7
5838,2010,Chronic lower respiratory diseases (J40-J47),CLRD,New Hampshire,609,41.7
5839,2001,Chronic lower respiratory diseases (J40-J47),CLRD,South Dakota,362,41.7
5840,2014,Cerebrovascular diseases (I60-I69),Stroke,Indiana,3107,41.7
5841,2013,Cerebrovascular diseases (I60-I69),Stroke,Kentucky,1990,41.7
5842,2006,Cerebrovascular diseases (I60-I69),Stroke,Montana,461,41.7
5843,2011,Cerebrovascular diseases (I60-I69),Stroke,Virginia,3347,41.7
5844,2016,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1039,41.7
5845,2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Kansas,1198,41.7
5846,2005,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Maine,579,41.7
5847,2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Michigan,4422,41.7
5848,2002,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Nebraska,762,41.7
5849,2002,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Nevada,860,41.7
5850,2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,North Dakota,326,41.7
5851,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Oregon,1674,41.7
5852,2015,Alzheimer's disease (G30),Alzheimer's disease,Alabama,2282,41.8
5853,2007,Alzheimer's disease (G30),Alzheimer's disease,Washington,2689,41.8
